frame,raw_tracker_id,track_id,display_track_id,class_id,conf,x1,y1,x2,y2,x_m,y_m,team_id,homography_ok,kp_used,inlier_ratio,reproj_err,detector_ran,homography_state,ball_interpolated
0,1,1,1,2,0.907956063747406,69.0,618.0,109.0,695.0,9245.416015625,3874.988525390625,-1,True,12,1.0,0.0,1,ok,0
0,2,2,2,2,0.8923050761222839,256.0,613.0,283.0,684.0,9842.7451171875,4109.99462890625,-1,True,12,1.0,0.0,1,ok,0
0,3,3,3,2,0.8797907829284668,434.0,579.0,469.0,641.0,10817.9375,3959.009521484375,-1,True,12,1.0,0.0,1,ok,0
0,4,4,4,2,0.8773205280303955,462.0,568.0,491.0,632.0,10998.2802734375,3897.968017578125,-1,True,12,1.0,0.0,1,ok,0
0,5,5,5,2,0.8768606781959534,189.0,592.0,222.0,662.0,9917.34375,3701.619873046875,-1,True,12,1.0,0.0,1,ok,0
0,6,6,6,2,0.8751598000526428,734.0,539.0,757.0,598.0,12138.1357421875,4040.2998046875,-1,True,12,1.0,0.0,1,ok,0
0,7,7,7,2,0.8629521727561951,654.0,539.0,673.0,605.0,11837.9130859375,3953.6337890625,-1,True,12,1.0,0.0,1,ok,0
0,8,8,8,2,0.8566014170646667,227.0,573.0,250.0,640.0,10269.2421875,3478.51025390625,-1,True,12,1.0,0.0,1,ok,0
0,9,9,9,2,0.855616569519043,1790.0,760.0,1821.0,852.0,11289.2294921875,7474.85107421875,-1,True,12,1.0,0.0,1,ok,0
0,10,10,10,2,0.8216978311538696,151.0,585.0,183.0,647.0,9986.646484375,3412.529541015625,-1,True,12,1.0,0.0,1,ok,0
0,11,11,11,2,0.8009850382804871,1873.0,829.0,1917.0,900.0,11030.25390625,7757.91064453125,-1,True,12,1.0,0.0,1,ok,0
0,12,12,12,2,0.7969297766685486,441.0,541.0,463.0,591.0,11513.9208984375,3276.821533203125,-1,True,12,1.0,0.0,1,ok,0
0,13,13,13,2,0.7798963189125061,111.0,574.0,140.0,639.0,9965.873046875,3200.985107421875,-1,True,12,1.0,0.0,1,ok,0
0,14,14,14,2,0.7112180590629578,169.0,557.0,195.0,609.0,10513.4794921875,2883.110595703125,-1,True,12,1.0,0.0,1,ok,0
0,15,15,15,2,0.705651581287384,204.0,555.0,238.0,609.0,10624.5400390625,2981.512451171875,-1,True,12,1.0,0.0,1,ok,0
0,16,16,16,2,0.6648807525634766,463.0,540.0,495.0,604.0,11391.9775390625,3528.282470703125,-1,True,12,1.0,0.0,1,ok,0
0,17,17,17,2,0.5178521275520325,137.0,561.0,167.0,622.0,10254.7919921875,3010.458740234375,-1,True,12,1.0,0.0,1,ok,0
0,18,1001,1,1,0.9033392667770386,1842.0,655.0,1885.0,731.0,12574.9677734375,6928.96240234375,-1,True,12,1.0,0.0,1,ok,0
0,19,2001,1,3,0.578708827495575,62.0,544.0,81.0,602.0,10284.2138671875,2477.948486328125,-1,True,12,1.0,0.0,1,ok,0
0,20,1002,2,2,0.5008248090744019,62.0,544.0,81.0,602.0,10284.2138671875,2477.948486328125,-1,True,12,1.0,0.0,1,ok,0
