frame,raw_tracker_id,track_id,display_track_id,class_id,conf,x1,y1,x2,y2,x_m,y_m,team_id,homography_ok,kp_used,inlier_ratio,reproj_err,detector_ran,homography_state,ball_interpolated
0,1,1,1,2,0.951408326625824,948.0,674.0,1023.0,831.0,9539.33984375,6268.7431640625,-1,True,11,1.0,0.0,1,ok,0
0,2,2,2,2,0.9467732310295105,1151.0,759.0,1211.0,930.0,9462.712890625,6704.82080078125,-1,True,11,1.0,0.0,1,ok,0
0,3,3,3,2,0.9344927668571472,349.0,587.0,392.0,719.0,8842.0810546875,5343.71630859375,-1,True,11,1.0,0.0,1,ok,0
0,4,4,4,2,0.9316794872283936,818.0,465.0,866.0,592.0,10490.57421875,4990.474609375,-1,True,11,1.0,0.0,1,ok,0
0,5,5,5,2,0.9097082614898682,706.0,582.0,773.0,736.0,9521.9521484375,5708.783203125,-1,True,11,1.0,0.0,1,ok,0
0,6,6,6,2,0.9035356044769287,153.0,419.0,192.0,544.0,9281.625,3847.4140625,-1,True,11,1.0,0.0,1,ok,0
0,7,7,7,2,0.9014623165130615,80.0,423.0,130.0,552.0,9046.001953125,3820.585205078125,-1,True,11,1.0,0.0,1,ok,0
0,8,8,8,2,0.8988966941833496,1226.0,425.0,1294.0,550.0,11480.0654296875,5105.52880859375,-1,True,11,1.0,0.0,1,ok,0
0,9,9,9,2,0.8936224579811096,751.0,483.0,840.0,621.0,10228.7822265625,5125.8681640625,-1,True,11,1.0,0.0,1,ok,0
0,10,10,10,2,0.8780251145362854,584.0,494.0,649.0,596.0,10018.5615234375,4799.58544921875,-1,True,11,1.0,0.0,1,ok,0
0,11,11,11,2,0.8267852067947388,110.0,488.0,155.0,625.0,8715.0556640625,4477.6357421875,-1,True,11,1.0,0.0,1,ok,0
0,12,12,12,2,0.4066568911075592,676.0,652.0,740.0,796.0,9196.259765625,5972.5126953125,-1,True,11,1.0,0.0,1,ok,0
0,13,1001,1,1,0.7761357426643372,1375.0,381.0,1415.0,497.0,12059.34765625,4909.1171875,-1,True,11,1.0,0.0,1,ok,0
1,1,1,1,2,0.9487243294715881,946.2638549804688,673.9931640625,1022.1305541992188,830.9930419921875,9557.1748046875,6240.26904296875,-1,True,11,1.0,0.0,1,ok,0
1,2,2,2,2,0.9492706656455994,1151.8660888671875,759.8616333007812,1210.12939453125,929.9937133789062,9481.166015625,6677.49658203125,-1,True,11,1.0,0.0,1,ok,0
