frame,raw_tracker_id,track_id,display_track_id,class_id,conf,x1,y1,x2,y2,x_m,y_m,team_id,homography_ok,kp_used,inlier_ratio,reproj_err,detector_ran,homography_state,ball_interpolated
0,1,1,1,2,0.9649019837379456,738.0,487.0,823.0,591.0,6745.0849609375,4687.27294921875,-1,True,7,1.0,0.0,1,ok,0
0,2,2,2,2,0.9607177376747131,608.0,731.0,716.0,887.0,6390.453125,5822.78271484375,-1,True,7,1.0,0.0,1,ok,0
0,3,3,3,2,0.9594045877456665,856.0,632.0,971.0,766.0,6763.2763671875,5501.2138671875,-1,True,7,1.0,0.0,1,ok,0
0,4,4,4,2,0.9587287306785583,58.0,336.0,122.0,423.0,5430.39306640625,3080.3427734375,-1,True,7,1.0,0.0,1,ok,0
0,5,5,5,2,0.9474169611930847,1456.0,477.0,1525.0,590.0,7899.54345703125,4870.74609375,-1,True,7,1.0,0.0,1,ok,0
0,6,6,6,2,0.9409343004226685,526.0,557.0,595.0,685.0,6340.09326171875,5107.99951171875,-1,True,7,1.0,0.0,1,ok,0
0,7,7,7,2,0.9340600967407227,1312.0,495.0,1349.0,604.0,7606.93017578125,4903.828125,-1,True,7,1.0,0.0,1,ok,0
0,8,8,8,2,0.9265155792236328,495.0,610.0,572.0,752.0,6280.27490234375,5373.87158203125,-1,True,7,1.0,0.0,1,ok,0
0,9,9,9,2,0.9202373027801514,702.0,317.0,733.0,396.0,6911.068359375,3018.785400390625,-1,True,7,1.0,0.0,1,ok,0
0,10,10,10,2,0.898719847202301,0.0,452.0,53.0,563.0,5468.5302734375,4301.27197265625,-1,True,7,1.0,0.0,1,ok,0
0,11,11,11,2,0.881673276424408,1496.0,403.0,1528.0,516.0,8186.1259765625,4422.00927734375,-1,True,7,1.0,0.0,1,ok,0
0,-1,-1,-1,0,0.7975029945373535,641.0,619.0,684.0,658.0,6502.9375,5007.9814453125,-1,True,7,1.0,0.0,1,ok,0
1,1,1,1,2,0.9648943543434143,738.0,487.0,823.0,591.0,6745.0849609375,4687.27294921875,-1,True,7,1.0,0.0,1,ok,0
1,2,2,2,2,0.9607049822807312,608.0,731.0,716.0,887.0,6390.453125,5822.78271484375,-1,True,7,1.0,0.0,1,ok,0
1,3,3,3,2,0.9594094753265381,856.0,632.0,971.0,766.0,6763.2763671875,5501.2138671875,-1,True,7,1.0,0.0,1,ok,0
1,4,4,4,2,0.9587331414222717,58.000003814697266,336.0,122.00000762939453,423.0,5430.39306640625,3080.3427734375,-1,True,7,1.0,0.0,1,ok,0
1,5,5,5,2,0.9474204182624817,1456.0,477.0,1525.0,590.0,7899.54345703125,4870.74609375,-1,True,7,1.0,0.0,1,ok,0
1,6,6,6,2,0.9409710168838501,526.0,557.0,595.0,685.0,6340.09326171875,5107.99951171875,-1,True,7,1.0,0.0,1,ok,0
1,7,7,7,2,0.9340596199035645,1312.0,495.0,1349.0,604.0,7606.93017578125,4903.828125,-1,True,7,1.0,0.0,1,ok,0
1,8,8,8,2,0.9265754222869873,495.0,610.0,572.0,752.0,6280.27490234375,5373.87158203125,-1,True,7,1.0,0.0,1,ok,0
1,9,9,9,2,0.9202499389648438,702.0,317.0,733.0,396.0,6911.068359375,3018.785400390625,-1,True,7,1.0,0.0,1,ok,0
1,10,10,10,2,0.8987550735473633,5.383713869377971e-06,452.0,53.000003814697266,563.0,5468.5302734375,4301.27197265625,-1,True,7,1.0,0.0,1,ok,0
1,11,11,11,2,0.8817511200904846,1496.0,403.0,1528.0,516.0,8186.1259765625,4422.00927734375,-1,True,7,1.0,0.0,1,ok,0
1,-1,-1,-1,0,0.7975276708602905,641.0,619.0,684.0,658.0,6502.9375,5007.9814453125,-1,True,7,1.0,0.0,1,ok,0
2,1,1,1,2,0.9621953964233398,741.6398315429688,486.3565979003906,830.5632934570312,592.7254028320312,6748.2890625,4687.08935546875,-1,True,7,1.0,0.0,1,ok,0
2,2,2,2,2,0.9541849493980408,614.7212524414062,728.0906982421875,732.8881225585938,880.2382202148438,6389.12841796875,5791.1435546875,-1,True,7,1.0,0.0,1,ok,0
