frame,raw_tracker_id,track_id,display_track_id,class_id,conf,x1,y1,x2,y2,x_m,y_m,team_id,homography_ok,kp_used,inlier_ratio,reproj_err,detector_ran,homography_state,ball_interpolated
0,1,1,1,2,0.9496464729309082,529.0,457.0,569.0,539.0,2539.103759765625,524.4215087890625,-1,True,6,1.0,0.0,1,ok,0
0,2,2,2,2,0.9479302167892456,81.0,608.0,124.0,721.0,2573.472900390625,3431.738037109375,-1,True,6,1.0,0.0,1,ok,0
0,3,3,3,2,0.9417241215705872,181.0,522.0,220.0,618.0,2096.404052734375,2113.45654296875,-1,True,6,1.0,0.0,1,ok,0
0,4,4,4,2,0.9404352307319641,229.0,525.0,281.0,628.0,2339.578125,2238.041015625,-1,True,6,1.0,0.0,1,ok,0
0,5,5,5,2,0.939422070980072,1635.0,606.0,1671.0,713.0,5984.4619140625,2713.16650390625,-1,True,6,1.0,0.0,1,ok,0
0,6,6,6,2,0.938713550567627,664.0,567.0,697.0,667.0,3718.9462890625,2576.42138671875,-1,True,6,1.0,0.0,1,ok,0
0,7,7,7,2,0.936941921710968,1693.0,521.0,1726.0,615.0,6132.390625,1476.3294677734375,-1,True,6,1.0,0.0,1,ok,0
0,8,8,8,2,0.9351193904876709,922.0,638.0,961.0,746.0,4563.71240234375,3313.506103515625,-1,True,6,1.0,0.0,1,ok,0
0,9,9,9,2,0.9340975284576416,1051.0,742.0,1101.0,852.0,5001.0224609375,4099.7236328125,-1,True,6,1.0,0.0,1,ok,0
0,10,10,10,2,0.932283341884613,821.0,479.0,861.0,563.0,3666.994140625,910.9212036132812,-1,True,6,1.0,0.0,1,ok,0
0,11,11,11,2,0.930742084980011,1856.0,606.0,1903.0,719.0,6428.505859375,2692.146728515625,-1,True,6,1.0,0.0,1,ok,0
0,12,12,12,2,0.9077842235565186,1165.0,499.0,1201.0,591.0,4768.0732421875,1286.501708984375,-1,True,6,1.0,0.0,1,ok,0
0,13,13,13,2,0.8639674186706543,1337.0,530.0,1363.0,607.0,5240.42919921875,1482.706787109375,-1,True,6,1.0,0.0,1,ok,0
0,14,14,14,2,0.8256067633628845,1217.0,454.0,1246.0,520.0,4713.92236328125,-127.47236633300781,-1,True,6,1.0,0.0,1,ok,0
0,15,15,15,2,0.7152684330940247,1839.0,548.0,1873.0,620.0,6472.2783203125,1499.1580810546875,-1,True,6,1.0,0.0,1,ok,0
0,16,16,16,2,0.5585917830467224,1836.0,521.0,1870.0,573.0,6520.34423828125,751.1986083984375,-1,True,6,1.0,0.0,1,ok,0
0,17,17,17,2,0.4497292935848236,846.0,496.0,873.0,550.0,3653.75390625,646.7573852539062,-1,True,6,1.0,0.0,1,ok,0
0,18,2001,1,3,0.9102793335914612,679.0,639.0,736.0,751.0,4084.721435546875,3455.56689453125,-1,True,6,1.0,0.0,1,ok,0
0,19,2002,2,3,0.799569308757782,432.0,433.0,467.0,498.0,1735.3653564453125,-455.3799133300781,-1,True,6,1.0,0.0,1,ok,0
1,1,1,1,2,0.9514854550361633,532.7642822265625,456.1458740234375,572.7665405273438,539.0194091796875,2623.972412109375,471.5304260253906,-1,True,5,1.0,0.0,1,ok,0
1,2,2,2,2,0.9485171437263489,82.99761962890625,608.0214233398438,125.99990844726562,721.029296875,2744.906005859375,3736.598388671875,-1,True,5,1.0,0.0,1,ok,0
1,3,3,3,2,0.9447276592254639,179.53367614746094,522.0162963867188,221.13916015625,618.8906860351562,2185.51025390625,2322.31640625,-1,True,5,1.0,0.0,1,ok,0
1,4,4,4,2,0.945088267326355,230.14027404785156,525.0166625976562,282.1432189941406,627.1561279296875,2445.36865234375,2419.95068359375,-1,True,5,1.0,0.0,1,ok,0
1,5,5,5,2,0.9374219179153442,1637.9703369140625,606.8975219726562,1673.97216796875,713.9049072265625,5962.39404296875,2719.09912109375,-1,True,5,1.0,0.0,1,ok,0
